"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Produits";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2024-06";"Ontario";"2016A000235";"Thon en conserve, 170 grammes";"Dollars";"81";"unités";"0";"v1159447186";"6.12";"1.58";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Thon en conserve, 170 grammes";"Dollars";"81";"unités";"0";"v1159447186";"6.12";"1.68";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Thon en conserve, 170 grammes";"Dollars";"81";"unités";"0";"v1159447186";"6.12";"1.59";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Thon en conserve, 170 grammes";"Dollars";"81";"unités";"0";"v1159447186";"6.12";"1.76";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.78";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"6.00";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.91";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.96";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.82";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.81";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.92";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.96";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.93";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.88";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.81";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.99";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.83";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.68";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.90";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"5.67";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"6.08";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"6.13";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"6.16";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"6.07";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Burgers sans viande, 226 grammes";"Dollars";"81";"unités";"0";"v1458870120";"6.80";"6.11";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.64";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.70";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.71";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.74";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.76";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.76";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.76";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.77";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.76";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.75";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.75";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.75";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.71";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.72";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.72";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.70";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.79";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.80";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.80";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.82";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Lait, 1 litre";"Dollars";"81";"unités";"0";"v1159447187";"6.13";"3.80";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.45";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.61";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.71";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.64";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.60";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.68";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.70";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.63";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.65";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.68";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.70";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.70";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.58";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.52";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.58";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.50";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.62";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.72";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.77";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.71";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Lait, 2 litres";"Dollars";"81";"unités";"0";"v1159447188";"6.14";"5.79";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.06";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.20";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.25";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.30";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.26";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.27";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.26";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.28";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.20";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.22";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.29";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.28";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.29";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.32";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.26";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.30";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.48";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.59";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.49";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.56";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Lait, 4 litres";"Dollars";"81";"unités";"0";"v1159447189";"6.15";"6.54";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.18";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.08";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.13";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.43";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"3.99";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.28";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.12";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.11";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.25";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.32";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"3.87";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.26";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.12";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"3.92";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.16";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.25";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.11";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.39";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.50";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.62";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Lait de soja, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870130";"6.81";"4.24";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.17";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.06";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.14";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.28";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"3.96";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.23";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.11";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.05";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.15";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.22";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"3.83";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.19";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.10";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"3.99";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.08";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.14";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.08";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.21";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.23";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.25";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Lait de noix, 1,89 litres";"Dollars";"81";"unités";"0";"v1458870121";"6.82";"4.16";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.23";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.44";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.29";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.17";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.51";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.62";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.58";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.76";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.34";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.31";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.21";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.17";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.21";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.18";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"3.96";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.29";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.31";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.41";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.53";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.51";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Crème, 1 litre";"Dollars";"81";"unités";"0";"v1159447190";"6.16";"4.44";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.65";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.49";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.15";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.47";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.27";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.29";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.01";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.81";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.42";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.88";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.93";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.03";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.00";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.93";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.35";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.96";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.78";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.19";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"6.29";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.74";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Beurre, 454 grammes";"Dollars";"81";"unités";"0";"v1159447191";"6.17";"5.38";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.33";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.18";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.27";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.65";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.76";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.83";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.79";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.80";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.98";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.86";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Margarine, 907 grammes";"Dollars";"81";"unités";"0";"v1458870119";"6.83";"7.61";"";"";"";"2"
